Spital Limmattal;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; ;
Spital Limmattal;A.3.1.F Fälle mit LHK mit Koronardiagnostik/­intervention insgesamt;*;*;*;73;*;*;*;36;
Spital Limmattal;A.3.2.M Fälle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalität;2.7%;2.9%;0.9;37;5.9%;2.5%;2.3;17;
Spital Limmattal;A.3.3.M Fälle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;A.3.4.M Fälle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalität;0.0%;0.4%;0;31;0.0%;0.6%;0;18;
Spital Limmattal;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);*;*;*;<10;*;*;*;<10;
Spital Limmattal;A.3.6.F Fälle mit LHK bei Kindern und Jugendlichen (Alter <20);*;*;*;<10;*;*;*;0;
Spital Limmattal;A.4 Herzrhythmusstörungen; ; ; ; ; ; ; ; ;
Spital Limmattal;A.4.1.F HD Herzrhythmusstörungen;*;*;*;99;*;*;*;96;
Spital Limmattal;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; ;
Spital Limmattal;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);*;*;*;25;*;*;*;23;
Spital Limmattal;A.5.2.F Implantation oder Wechsel eines Defibrillators;*;*;*;0;*;*;*;0;
Spital Limmattal;A.6 Ablative Therapie; ; ; ; ; ; ; ; ;
Spital Limmattal;A.6.1.F Kathetergestützte ablative Therapie;*;*;*;0;*;*;*;0;
Spital Limmattal;A.6.2.F Chirurgisch ablative Therapie;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7 Operationen am Herzen; ; ; ; ; ; ; ; ;
Spital Limmattal;A.7.1.F OP am Herzen insgesamt;*;*;*;<10;*;*;*;0;
Spital Limmattal;A.7.2.F OP an Herzklappen;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.3.F OP an Koronargefässen;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.4.F Andere OP am Herzen;*;*;*;<10;*;*;*;0;
Spital Limmattal;A.7.5.F Kombinierte OP am Herzen;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.6.F OP am Herzen bei Kindern und Jugendlichen (Alter <20);*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.11.M OP nur an Koronargefässen bei Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.12.M OP nur an Koronargefässen ohne Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.13.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 20-49, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.14.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 50-59, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.15.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 60-69, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.16.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 70-79, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.17.M OP nur an Koronargefässen ohne Herzinfarkt, Alter >79, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;A.7.18.P Anteil Beatmungsfälle >95 h bei OP nur an Koronargefässen ohne Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0;
Spital Limmattal;B.1 Schlaganfall; ; ; ; ; ; ; ; ;
Spital Limmattal;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalität;13.9%;12.2%;1.1;115;7.2%;12.4%;0.6;97;
Spital Limmattal;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalität;0.0%;6.4%;0;19;0.0%;6.0%;0;17;
Spital Limmattal;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalität;17.6%;11.4%;1.6;68;11.1%;10.3%;1.1;54;
Spital Limmattal;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalität;20.0%;23.8%;0.8;20;4.3%;23.2%;0.2;23;
Spital Limmattal;B.1.6.P Anteil Schlaganfälle mit Stroke Unit Behandlung (Alter >19);0.0%;7.9%;*;0;0.0%;10.4%;*;0;
Spital Limmattal;B.1.7.M Hirninfarkt (ICD­10 I63, Alter >19), Mortalität;14.9%;8.2%;1.8;67;3.9%;8.8%;0.4;76;
Spital Limmattal;B.1.8.M Hirninfarkt (ICD­10 I63, Alter >19), Direktaufnahmen, Mortalität;17.2%;7.9%;2.2;58;4.2%;8.9%;0.5;71;
Spital Limmattal;B.1.9.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse;0.0%;7.6%;*;0;0.0%;9.5%;*;0;
Spital Limmattal;B.1.9.M Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;B.1.10.M Intrazerebrale Blutung (ICD­10 I61, Alter >19), Mortalität;23.5%;24.4%;1;17;33.3%;28.0%;1.2;12;
Spital Limmattal;B.1.11.M Subarachnoidalblutung (ICD­10 I60, Alter >19), Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD­10 I64, Alter >19);20.0%;13.8%;*;23;*;*;*;<10;
Spital Limmattal;B.1.12.M Schlaganfall n.n.bez. (ICD­10 I64, Alter >19), Mortalität;4.3%;14.0%;0.3;23;*;*;*;<10;
Spital Limmattal;B.2 Transitorisch ischämische Attacke (TIA); ; ; ; ; ; ; ; ;
Spital Limmattal;B.2.1.M TIA, Mortalität;0.0%;0.1%;0;38;0.0%;0.3%;0;40;
Spital Limmattal;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;0.0%;0.5%;*;0;0.0%;0.5%;*;0;
Spital Limmattal;C Geriatrische Frührehablitation; ; ; ; ; ; ; ; ;
Spital Limmattal;C.1 Geriatrische Frührehabilitation; ; ; ; ; ; ; ; ;
Spital Limmattal;C.1.1.F Geriatrische Frührehabilitation;*;*;*;0;*;*;*;0;
Spital Limmattal;D Erkrankungen der Lunge; ; ; ; ; ; ; ; ;
Spital Limmattal;D.1 Lungenentzündung (Pneumonie); ; ; ; ; ; ; ; ;
Spital Limmattal;D.1.1.M HD Pneumonie, Mortalität;7.5%;6.0%;1.3;173;8.1%;5.8%;1.4;149;
Spital Limmattal;D.1.2.M HD Pneumonie, Alter <20, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;D.1.3.M HD Pneumonie, Alter 20-44, Mortalität;0.0%;0.6%;0;21;0.0%;0.9%;0;14;
Spital Limmattal;D.1.4.M HD Pneumonie, Alter 45-64, Mortalität;0.0%;3.2%;0;37;0.0%;2.4%;0;41;
Spital Limmattal;D.1.5.M HD Pneumonie, Alter 65-84, Mortalität;9.4%;6.9%;1.4;85;12.9%;6.2%;2.1;62;
Spital Limmattal;D.1.6.M HD Pneumonie, Alter >84, Mortalität;19.2%;12.1%;1.6;26;12.9%;11.8%;1.1;31;
Spital Limmattal;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;5.1%;4.8%;1;138;5.6%;4.7%;1.2;126;
Spital Limmattal;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; ;
Spital Limmattal;D.2.1.M COPD (Alter >19), Mortalität;0.0%;4.2%;0;88;3.8%;3.4%;1.1;79;
Spital Limmattal;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalität;*;*;*;<10;0.0%;8.3%;0;10;
Spital Limmattal;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalität;*;*;*;<10;0.0%;1.4%;0;12;
Spital Limmattal;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalität;*;*;*;<10;0.0%;0.9%;0;15;
Spital Limmattal;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;81.8%;33.5%;*;72;51.9%;38.4%;*;41;
Spital Limmattal;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalität;0.0%;4.9%;0;72;7.3%;4.0%;1.8;41;
Spital Limmattal;D.3 Lungenkrebs; ; ; ; ; ; ; ; ;
Spital Limmattal;D.3.1.F Stationäre Behandlungen bei Lungenkrebs;*;*;*;123;*;*;*;102;
Spital Limmattal;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; ;
Spital Limmattal;D.4.1.M Grössere Resektionen von Lunge oder Bronchien insgesamt, Mortalität;16.7%;3.9%;4.3;18;2.9%;3.5%;0.8;34;
Spital Limmattal;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;0.0%;9.1%;*;0;*;*;*;<10;
Spital Limmattal;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalität;*;*;*;0;*;*;*;<10;
Spital Limmattal;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalität;*;*;*;<10;0.0%;2.5%;0;14;
Spital Limmattal;E Operationen an Bauchorganen und Schilddrüse (Viszeralchirurgie); ; ; ; ; ; ; ; ;
Spital Limmattal;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; ;
Spital Limmattal;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalität;0.0%;0.2%;0;172;0.0%;0.1%;0;165;
Spital Limmattal;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;99.4%;93.1%;*;171;100.0%;93.6%;*;165;
Spital Limmattal;E.2 Hernienoperationen; ; ; ; ; ; ; ; ;
Spital Limmattal;E.2.1.M Herniotomie ohne OP am Darm, Mortalität;0.4%;0.2%;2.6;232;0.0%;0.1%;0;256;
Spital Limmattal;E.2.2.M Herniotomie mit OP am Darm, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.3 Eingriffe an der Schilddrüse; ; ; ; ; ; ; ; ;
Spital Limmattal;E.3.1.F Resektion der Schilddrüse;*;*;*;13;*;*;*;11;
Spital Limmattal;E.3.2.P Anteil Beatmungsfälle >95 h bei Resektion der Schilddrüse;0.0%;0.3%;*;0;0.0%;0.3%;*;0;
Spital Limmattal;E.3.3.F Radiojodtherapie;*;*;*;0;*;*;*;0;
Spital Limmattal;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; ;
Spital Limmattal;E.4.1.M Kolorektale Resektionen insgesamt, Mortalität;8.5%;4.6%;1.8;130;8.0%;4.3%;1.9;125;Die im Vergleich zum Benchmark höhere Mortalität bei den Kolonresektionen ist begründet durch die Tatsache, dass Patienten mit Perforation und Abszess, bei welchen eine Resektion durchgeführt wird, eine deutlich höhere Mortalität vorweisen und dies die Gesamtmortalität beeinflusst. Am Spital Limmattal werden Patienten mit Perforationen in der Regel nicht reserziert, sondern lavagiert (gespült), drainiert und erst im Verlauf geplant laparoskopisch operiert. Mit dieser Therapie kann eine tiefe Mortalität im akuten Schub erreicht werden. Diese Statistik erscheint in den Qualitätsindikatoren des BAG nicht, da keine Resektion (Entfernung des befallenen Darmstückes) erfolgt ist. Resektionen bei akuten Perforationen führen wir nur bei sehr starker, i. d. R. kotiger Verschmutzung durch. Die in den Qualitätsindikatoren des BAG enthaltene Gruppe von Patienten entspricht somit einem selektionierten Krankengut (schwerst erkrankte Patienten) mit einer erwarteten höheren Mortalität.
Spital Limmattal;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalität;3.6%;3.4%;1;28;0.0%;3.3%;0;33;
Spital Limmattal;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalität;0.0%;2.1%;0;14;15.4%;2.4%;6.4;13;
Spital Limmattal;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalität;0.0%;0.8%;0;34;0.0%;0.1%;0;33;
Spital Limmattal;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalität;14.3%;8.0%;1.8;14;25.0%;6.8%;3.7;12;
Spital Limmattal;E.4.7.M Kolorektale Resektionen bei Darmischämie, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;*;*;*;32;*;*;*;26;
Spital Limmattal;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;*;*;*;34;*;*;*;40;
Spital Limmattal;E.5 Operationen am Magen; ; ; ; ; ; ; ; ;
Spital Limmattal;E.5.1.F Magenresektionen insgesamt;*;*;*;26;*;*;*;37;
Spital Limmattal;E.5.2.M Magenresektionen (ohne Ösophaguseingriff) bei Magenkarzinom, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.5.3.M Magenresektionen mit komplexem Eingriff am Ösophagus, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.6 Operationen am Ösophagus; ; ; ; ; ; ; ; ;
Spital Limmattal;E.6.1.M Komplexe Eingriffe am Ösophagus, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; ;
Spital Limmattal;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation, Alter >19), Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F Operationen an Gefässen; ; ; ; ; ; ; ; ;
Spital Limmattal;F.1 Extrakranielle Gefässoperationen; ; ; ; ; ; ; ; ;
Spital Limmattal;F.1.1.M Extrakranielle Gefäss­OP, Mortalität;*;*;*;<10;0.0%;0.4%;0;14;
Spital Limmattal;F.1.2.M Perkutane Stentimplantation in extrakranielle Gefässe, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;F.1.3.F Weitere extrakranielle Gefäss­OP bei OP an Herz oder Aorta;*;*;*;0;*;*;*;<10;
Spital Limmattal;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; ;
Spital Limmattal;F.2.1.F OP an der Aorta insgesamt;*;*;*;<10;*;*;*;12;
Spital Limmattal;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.2.3.M Endovaskuläre abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);*;*;*;0;*;*;*;0;
Spital Limmattal;F.2.5.M Aortenaneurysma rupturiert, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.3 Operationen an Becken­/Beinarterien; ; ; ; ; ; ; ; ;
Spital Limmattal;F.3.1.F OP an Becken­/Beinarterien insgesamt;*;*;*;14;*;*;*;21;
Spital Limmattal;F.3.2.M OP an Becken­/Beinarterien bei Claudicatio, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.3.3.M OP an Becken­/Beinarterien bei Ruheschmerz, Mortalität;*;*;*;<10;*;*;*;0;
Spital Limmattal;F.3.4.M OP an Becken­/Beinarterien bei Ulzeration oder Gangrän, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;F.3.5.M OP an Becken­/Beinarterien bei arterieller Embolie/Thrombose, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.3.6.M OP an Becken­/Beinarterien bei Komplikationen durch Prothesen/Implantate, Mortalität;*;*;*;0;*;*;*;<10;
Spital Limmattal;F.3.7.M OP an Becken­/Beinarterien bei Aneurysma/Dissektion, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.3.8.F OP an Becken­/Beinarterien kombiniert mit Aorten­OP;*;*;*;<10;*;*;*;<10;
Spital Limmattal;F.3.9.F OP an Becken­/Beinarterien bei anderen komplexen Diagnosen;*;*;*;0;*;*;*;<10;
Spital Limmattal;F.4 Amputationen; ; ; ; ; ; ; ; ;
Spital Limmattal;F.4.1.M Amputation im Fussbereich, kein Trauma, Mortalität;10.0%;3.6%;2.8;20;0.0%;3.2%;0;13;
Spital Limmattal;F.4.2.M Amputation untere Extremität, kein Trauma, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; ;
Spital Limmattal;G.1 Geburten; ; ; ; ; ; ; ; ;
Spital Limmattal;G.1.1.F Stationäre Geburten;*;*;*;765;*;*;*;812;
Spital Limmattal;G.1.1.P Anteil Todesfall der Mutter bei stationären Geburten;0.0%;0.0%;*;0;0.0%;0.0%;*;0;
Spital Limmattal;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;3.3%;2.9%;*;19;2.4%;3.1%;*;14;
Spital Limmattal;G.1.3.P Anteil vaginale Geburten mit Episiotomie;15.5%;28.9%;*;89;19.2%;27.9%;*;111;
Spital Limmattal;G.1.4.P Anteil Kaiserschnitt (Sectio);24.8%;32.5%;*;190;28.9%;32.6%;*;235;
Spital Limmattal;G.2 Neugeborene; ; ; ; ; ; ; ; ;
Spital Limmattal;G.2.1.F Neugeborene <1250 g;*;*;*;<10;*;*;*;0;
Spital Limmattal;G.2.2.F Neugeborene <1250 g, Zuverlegungen;*;*;*;0;*;*;*;0;
Spital Limmattal;G.2.3.F Neugeborene <500 g;*;*;*;<10;*;*;*;0;
Spital Limmattal;G.2.4.F Neugeborene 500-749 g;*;*;*;0;*;*;*;0;
Spital Limmattal;G.2.5.F Neugeborene 750-999 g;*;*;*;0;*;*;*;0;
Spital Limmattal;G.2.6.F Neugeborene 1000-1249 g;*;*;*;0;*;*;*;0;
Spital Limmattal;G.2.7.F Neugeborene 1250-1499 g;*;*;*;0;*;*;*;0;
Spital Limmattal;G.2.8.F Neugeborene 1500-2499 g;*;*;*;31;*;*;*;27;
Spital Limmattal;G.2.9.F Neugeborene >2499 g oder ohne Gewichtsangabe;*;*;*;725;*;*;*;793;
Spital Limmattal;G.3 Entfernung der Gebärmutter bei gutartigen Erkrankungen (Hysterektomie); ; ; ; ; ; ; ; ;
Spital Limmattal;G.3.1.M Hysterektomie bei gutartigen Erkrankungen, Mortalität;0.8%;0.1%;5.9;123;0.0%;0.0%;0;133;
Spital Limmattal;G.3.2.P Anteil laparoskopische/vaginale OP bei Hysterektomien, ohne Plastik;98.3%;73.0%;*;114;99.2%;71.8%;*;123;
Spital Limmattal;G.4 Brustkrebs; ; ; ; ; ; ; ; ;
Spital Limmattal;G.4.1.F Stationäre Behandlungen bei Brustkrebs;*;*;*;99;*;*;*;111;
Spital Limmattal;G.5 Eingriffe an der Brust; ; ; ; ; ; ; ; ;
Spital Limmattal;G.5.1.F Eingriffe an der Brust insgesamt (Mammaresektionen und ­plastiken);*;*;*;85;*;*;*;73;
Spital Limmattal;G.5.2.F Resektionen der Mamma bei Brustkrebs;*;*;*;40;*;*;*;41;
Spital Limmattal;G.5.3.P Anteil brusterhaltende Resektionen bei Brustkrebs;75.0%;67.4%;*;30;92.7%;69.2%;*;38;
Spital Limmattal;H Erkrankungen der Harnwege und der männlichen Geschlechtsorgane; ; ; ; ; ; ; ; ;
Spital Limmattal;H.1 Entfernung der Niere (Nephrektomie); ; ; ; ; ; ; ; ;
Spital Limmattal;H.1.1.M Vollständige Nephrektomie, Mortalität;0.0%;3.0%;0;11;0.0%;1.9%;0;11;
Spital Limmattal;H.1.2.P Anteil laparoskopische OP bei vollständiger Nephrektomie;*;*;*;<10;*;*;*;<10;
Spital Limmattal;H.1.3.P Anteil partielle Nephrektomie;*;*;*;<10;*;*;*;<10;
Spital Limmattal;H.1.3.M Partielle Nephrektomie, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;H.1.4.P Anteil laparoskopische OP bei partieller Nephrektomie;0.0%;16.9%;*;0;0.0%;20.5%;*;0;
Spital Limmattal;H.2 Nierensteine; ; ; ; ; ; ; ; ;
Spital Limmattal;H.2.1.F HD Nierensteine;*;*;*;167;*;*;*;150;
Spital Limmattal;H.2.2.P Anteil Intervention zur Steinentfernung bei HD Nierensteine;59.3%;43.4%;*;99;54.7%;44.0%;*;82;
Spital Limmattal;H.3 Eingriffe an der Harnblase; ; ; ; ; ; ; ; ;
Spital Limmattal;H.3.1.F HD Malignom der Blase;*;*;*;103;*;*;*;118;
Spital Limmattal;H.3.2.F TUR der Blase insgesamt;*;*;*;93;*;*;*;107;
Spital Limmattal;H.3.3.F TUR der Blase bei Malignom;*;*;*;82;*;*;*;99;
Spital Limmattal;H.3.4.P Anteil Malignom­TUR mit Instillation von Chemotherapeutika in die Harnblase;0.0%;4.0%;*;0;16.2%;6.6%;*;16;
Spital Limmattal;H.3.5.M Entfernung der Harnblase (Zystektomie), Mortalität;0.0%;1.7%;0;11;*;*;*;<10;
Spital Limmattal;H.4 Entfernung der Prostata durch Abtragung über die Harnröhre (Prostata­TUR); ; ; ; ; ; ; ; ;
Spital Limmattal;H.4.1.M Prostata­TUR, Mortalität;0.0%;0.2%;0;141;0.0%;0.1%;0;116;
Spital Limmattal;H.5 Prostatakarzinom; ; ; ; ; ; ; ; ;
Spital Limmattal;H.5.1.F Prostatakarzinom (als HD oder ND);*;*;*;141;*;*;*;138;
Spital Limmattal;H.5.2.M Radikale Prostatovesikulektomie, Mortalität;0.0%;0.2%;0;18;0.0%;0.2%;0;26;
Spital Limmattal;I Orthopädische und unfallchirurgische Krankheitsbilder; ; ; ; ; ; ; ; ;
Spital Limmattal;I.1 Gelenkersatz, Totalendoprothese (TEP); ; ; ; ; ; ; ; ;
Spital Limmattal;I.1.1.M Hüft­TEP­Erstimplantation (nicht bei Frakturen), Mortalität;0.0%;0.3%;0;97;0.0%;0.2%;0;125;
Spital Limmattal;I.1.2.M Hüft­TEP­Wechsel und Komponentenwechsel, Mortalität;0.0%;0.8%;0;19;0.0%;1.6%;0;12;
Spital Limmattal;I.1.3.M Knie­TEP­Erstimplantation, Mortalität;0.0%;0.1%;0;93;0.0%;0.1%;0;125;
Spital Limmattal;I.1.4.M Wechsel einer Knie­TEP, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;I.1.5.M Hüft­ oder Knie­TEP mit Tumorendoprothese, Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;I.2 Operationen an der Wirbelsäule; ; ; ; ; ; ; ; ;
Spital Limmattal;I.2.1.F OP an der Wirbelsäule insgesamt;*;*;*;0;*;*;*;0;
Spital Limmattal;I.2.2.M Exzision von Bandscheibengewebe (ohne Unfall, Tumor, komplexe OP an Wirbelsäule), Mortalität;*;*;*;0;*;*;*;0;
Spital Limmattal;I.3 Hüftgelenknahe Frakturen; ; ; ; ; ; ; ; ;
Spital Limmattal;I.3.1.M Schenkelhalsfraktur (Alter >19), Mortalität;6.4%;3.2%;2;47;4.1%;4.1%;1;49;
Spital Limmattal;I.3.2.M Schenkelhalsfraktur, Alter 20-59, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;I.3.3.M Schenkelhalsfraktur, Alter 60-69, Mortalität;0.0%;1.1%;0;10;*;*;*;<10;
Spital Limmattal;I.3.4.M Schenkelhalsfraktur, Alter 70-79, Mortalität;8.3%;1.3%;6.4;12;0.0%;2.1%;0;11;
Spital Limmattal;I.3.5.M Schenkelhalsfraktur, Alter 80-84, Mortalität;*;*;*;<10;0.0%;3.8%;0;14;
Spital Limmattal;I.3.6.M Schenkelhalsfraktur, Alter 85-89, Mortalität;*;*;*;<10;0.0%;5.5%;0;10;
Spital Limmattal;I.3.7.M Schenkelhalsfraktur, Alter >89, Mortalität;*;*;*;<10;*;*;*;<10;
Spital Limmattal;I.3.8.M Pertrochantäre Fraktur (Alter >19), Mortalität;6.7%;3.5%;1.9;45;7.1%;4.0%;1.8;42;
Spital Limmattal;J Komplexe, heterogene Krankheitsbilder (Tracer für Peer Review); ; ; ; ; ; ; ; ;
Spital Limmattal;J.1 Beatmung; ; ; ; ; ; ; ; ;
Spital Limmattal;J.1.1.M Beatmungsfälle >95 h (ohne Neugeborene), Mortalität;50.0%;33.1%;1.5;22;40.6%;30.4%;1.3;32;
Spital Limmattal;J.2 Sepsis; ; ; ; ; ; ; ; ;
Spital Limmattal;J.2.1.M HD Sepsis, Mortalität;20.3%;19.1%;1.1;79;15.6%;17.9%;0.9;96;
Institution;Indikator;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009;beobachtete Rate 2010;erwartete Rate 2010;SMR 2010;Fallzahl 2010;
Klinik St. Anna;A Erkrankungen des Herzens; ; ; ; ; ; ; ; ;
Klinik St. Anna;A.1 Herzinfarkt; ; ; ; ; ; ; ; ;
Klinik St. Anna;A.1.1.M HD Herzinfarkt (Alter >19), Mortalität;12.9%;6.9%;1.9;31;6.8%;6.8%;1;59;
Klinik St. Anna;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalität;*;*;*;<10;*;*;*;<10;
Klinik St. Anna;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalität;10.0%;2.3%;4.3;10;6.2%;1.4%;4.4;16;
Klinik St. Anna;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalität;5.9%;7.8%;0.8;17;9.1%;6.4%;1.4;33;
Klinik St. Anna;A.1.5.M HD Herzinfarkt, Alter >84, Mortalität;*;*;*;<10;*;*;*;<10;
Klinik St. Anna;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargefässen;87.1%;52.2%;*;27;81.4%;54.8%;*;48;
Klinik St. Anna;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen nicht weiter verlegt, Mortalität;12.9%;10.0%;1.3;31;6.8%;9.9%;0.7;59;
Klinik St. Anna;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0;
Klinik St. Anna;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);*;*;*;<10;*;*;*;<10;
Klinik St. Anna;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalität;8.7%;6.7%;1.3;23;12.1%;9.6%;1.3;33;
Klinik St. Anna;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalität;*;*;*;<10;0.0%;4.5%;0;24;
Klinik St. Anna;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; ;
Klinik St. Anna;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalität;10.9%;9.6%;1.1;64;10.2%;9.5%;1.1;98;
Klinik St. Anna;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Klinik St. Anna;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalität;*;*;*;<10;*;*;*;<10;
