institution;indicator;taux observé 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observé 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;
Universitätsspital Basel;H.3.2.F TUR der Blase insgesamt;*;*;*;161;*;*;*;156;
Universitätsspital Basel;H.3.3.F TUR der Blase bei Malignom;*;*;*;100;*;*;*;92;
Universitätsspital Basel;H.3.4.P Anteil Malignom­TUR mit Instillation von Chemotherapeutika in die Harnblase;...;...;*;...;0.0%;4.0%;*;0;
Universitätsspital Basel;H.3.5.M Entfernung der Harnblase (Zystektomie), Mortalität;0.0%;1.9%;0.0;13;*;*;*;<10;
Universitätsspital Basel;H.4 Entfernung der Prostata durch Abtragung über die Harnröhre (Prostata­TUR); ; ; ; ; ; ; ; ;
Universitätsspital Basel;H.4.1.M Prostata­TUR, Mortalität;0.4%;0.2%;1.8;254;0.0%;0.3%;0.0;170;
Universitätsspital Basel;H.5 Prostatakarzinom; ; ; ; ; ; ; ; ;
Universitätsspital Basel;H.5.1.F Prostatakarzinom (als HD oder ND);*;*;*;310;*;*;*;313;
Universitätsspital Basel;H.5.2.M Radikale Prostatovesikulektomie, Mortalität;0.0%;0.0%;0.0;52;0.0%;0.2%;0.0;59;
Universitätsspital Basel;I Orthopädische und unfallchirurgische Krankheitsbilder; ; ; ; ; ; ; ; ;
Universitätsspital Basel;I.1 Gelenkersatz, Totalendoprothese (TEP); ; ; ; ; ; ; ; ;
Universitätsspital Basel;I.1.1.M Hüft­TEP­Erstimplantation (nicht bei Frakturen), Mortalität;0.0%;0.2%;0.0;157;0.8%;0.3%;2.8;130;
Universitätsspital Basel;I.1.2.M Hüft­TEP­Wechsel und Komponentenwechsel, Mortalität;2.5%;1.5%;1.6;40;0.0%;1.8%;0.0;37;
Universitätsspital Basel;I.1.3.M Knie­TEP­Erstimplantation, Mortalität;0.0%;0.1%;0.0;118;0.0%;0.1%;0.0;75;
Universitätsspital Basel;I.1.4.M Wechsel einer Knie­TEP, Mortalität;0.0%;0.9%;0.0;12;4.5%;0.4%;10.9;22;
Universitätsspital Basel;I.1.5.M Hüft­ oder Knie­TEP mit Tumorendoprothese, Mortalität;*;*;*;0;*;*;*;0;
Universitätsspital Basel;I.2 Operationen an der Wirbelsäule; ; ; ; ; ; ; ; ;
Universitätsspital Basel;I.2.1.F OP an der Wirbelsäule insgesamt;*;*;*;859;*;*;*;875;
Universitätsspital Basel;I.2.2.M Exzision von Bandscheibengewebe (ohne Unfall, Tumor, komplexe OP an Wirbelsäule), Mortalität;0.0%;0.0%;0.0;264;0.0%;0.0%;0.0;266;
Universitätsspital Basel;I.3 Hüftgelenknahe Frakturen; ; ; ; ; ; ; ; ;
Universitätsspital Basel;I.3.1.M Schenkelhalsfraktur (Alter >19), Mortalität;3.9%;5.2%;0.7;129;2.9%;4.6%;0.6;138;
Universitätsspital Basel;I.3.2.M Schenkelhalsfraktur, Alter 20-59, Mortalität;*;*;*;<10;*;*;*;<10;
Universitätsspital Basel;I.3.3.M Schenkelhalsfraktur, Alter 60-69, Mortalität;0.0%;2.0%;0.0;14;*;*;*;<10;
Universitätsspital Basel;I.3.4.M Schenkelhalsfraktur, Alter 70-79, Mortalität;0.0%;2.3%;0.0;21;0.0%;2.2%;0.0;29;
Universitätsspital Basel;I.3.5.M Schenkelhalsfraktur, Alter 80-84, Mortalität;3.8%;4.2%;0.9;26;2.7%;3.5%;0.8;37;
Universitätsspital Basel;I.3.6.M Schenkelhalsfraktur, Alter 85-89, Mortalität;2.6%;6.5%;0.4;38;8.1%;6.4%;1.3;37;
Universitätsspital Basel;I.3.7.M Schenkelhalsfraktur, Alter >89, Mortalität;12.0%;9.4%;1.3;25;0.0%;8.7%;0.0;22;
Universitätsspital Basel;I.3.8.M Pertrochantäre Fraktur (Alter >19), Mortalität;4.9%;3.9%;1.2;143;4.9%;4.4%;1.1;142;
Universitätsspital Basel;J Komplexe, heterogene Krankheitsbilder (Tracer für Peer Review); ; ; ; ; ; ; ; ;
Universitätsspital Basel;J.1 Beatmung; ; ; ; ; ; ; ; ;
Universitätsspital Basel;J.1.1.M Beatmungsfälle >95 h (ohne Neugeborene), Mortalität;32.4%;28.6%;1.1;148;34.9%;31.3%;1.1;212;
Universitätsspital Basel;J.2 Sepsis; ; ; ; ; ; ; ; ;
Universitätsspital Basel;J.2.1.M HD Sepsis, Mortalität;10.2%;17.8%;0.6;361;12.7%;17.5%;0.7;479;
Institution;Indikator;beobachtete Rate 2008;erwartete Rate 2008;SMR 2008;Fallzahl 2008;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009;
Luzerner Kantonsspital;A Erkrankungen des Herzens; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.1 Herzinfarkt; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.1.1.M HD Herzinfarkt (Alter >19), Mortalität;12.3%;7.7%;1.6;374;10.0%;6.5%;1.5;409;
Luzerner Kantonsspital;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalität;0.0%;1.2%;0.0;18;0.0%;0.6%;0.0;15;
Luzerner Kantonsspital;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalität;5.6%;2.5%;2.2;144;3.8%;2.2%;1.7;160;
Luzerner Kantonsspital;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalität;14.7%;8.6%;1.7;163;12.8%;7.5%;1.7;196;
Luzerner Kantonsspital;A.1.5.M HD Herzinfarkt, Alter >84, Mortalität;28.6%;22.5%;1.3;49;26.3%;22.3%;1.2;38;
Luzerner Kantonsspital;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargefässen;73.0%;51.5%;*;273;76.3%;52.2%;*;312;
Luzerner Kantonsspital;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen nicht weiter verlegt, Mortalität;12.8%;11.0%;1.2;313;9.8%;9.5%;1.0;379;
Luzerner Kantonsspital;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalität;16.7%;2.9%;5.8;36;17.4%;3.1%;5.7;23;
Luzerner Kantonsspital;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);9.1%;7.1%;*;34;9.1%;6.5%;*;37;
Luzerner Kantonsspital;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalität;10.3%;7.0%;1.5;242;7.8%;5.9%;1.3;205;
Luzerner Kantonsspital;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalität;8.3%;6.7%;1.3;96;3.0%;4.7%;0.6;165;
Luzerner Kantonsspital;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalität;11.1%;9.2%;1.2;414;9.9%;8.4%;1.2;506;
Luzerner Kantonsspital;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalität;*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalität;9.1%;3.6%;2.5;44;1.8%;2.6%;0.7;55;
Luzerner Kantonsspital;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalität;10.8%;8.0%;1.3;222;11.8%;7.3%;1.6;289;
Luzerner Kantonsspital;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalität;11.7%;12.8%;0.9;145;9.6%;12.8%;0.7;157;
Luzerner Kantonsspital;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.3.1.F Fälle mit LHK mit Koronardiagnostik/­intervention insgesamt;*;*;*;1'313;*;*;*;1'365;
Luzerner Kantonsspital;A.3.2.M Fälle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalität;7.2%;3.7%;2.0;263;3.5%;2.9%;1.2;289;
Luzerner Kantonsspital;A.3.3.M Fälle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalität;2.7%;6.5%;0.4;37;22.2%;10.6%;2.1;45;
Luzerner Kantonsspital;A.3.4.M Fälle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalität;1.0%;0.5%;2.2;991;1.2%;0.5%;2.7;984;
Luzerner Kantonsspital;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);45.0%;38.2%;*;446;46.1%;37.7%;*;454;
Luzerner Kantonsspital;A.3.6.F Fälle mit LHK bei Kindern und Jugendlichen (Alter <20);*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;A.4 Herzrhythmusstörungen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.4.1.F HD Herzrhythmusstörungen;*;*;*;413;*;*;*;394;
Luzerner Kantonsspital;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);*;*;*;225;*;*;*;182;
Luzerner Kantonsspital;A.5.2.F Implantation oder Wechsel eines Defibrillators;*;*;*;64;*;*;*;34;
Luzerner Kantonsspital;A.6 Ablative Therapie; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.6.1.F Kathetergestützte ablative Therapie;*;*;*;131;*;*;*;155;
Luzerner Kantonsspital;A.6.2.F Chirurgisch ablative Therapie;*;*;*;<10;*;*;*;12;
Luzerner Kantonsspital;A.7 Operationen am Herzen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;A.7.1.F OP am Herzen insgesamt;*;*;*;268;*;*;*;269;
Luzerner Kantonsspital;A.7.2.F OP an Herzklappen;*;*;*;120;*;*;*;155;
Luzerner Kantonsspital;A.7.3.F OP an Koronargefässen;*;*;*;161;*;*;*;131;
Luzerner Kantonsspital;A.7.4.F Andere OP am Herzen;*;*;*;23;*;*;*;30;
Luzerner Kantonsspital;A.7.5.F Kombinierte OP am Herzen;*;*;*;34;*;*;*;44;
Luzerner Kantonsspital;A.7.6.F OP am Herzen bei Kindern und Jugendlichen  (Alter <20);*;*;*;0;*;*;*;0;
Luzerner Kantonsspital;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen, Mortalität;3.0%;2.9%;1.0;67;1.5%;2.5%;0.6;66;
Luzerner Kantonsspital;A.7.11.M OP nur an Koronargefässen bei Herzinfarkt (Alter >19), Mortalität;*;*;*;<10;11.1%;6.6%;1.7;18;
Luzerner Kantonsspital;A.7.12.M OP nur an Koronargefässen ohne Herzinfarkt (Alter >19), Mortalität;5.6%;1.5%;3.8;124;6.2%;2.0%;3.2;80;
Luzerner Kantonsspital;A.7.13.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 20-49, Mortalität;*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;A.7.14.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 50-59, Mortalität;0.0%;1.0%;0.0;26;0.0%;0.4%;0.0;14;
Luzerner Kantonsspital;A.7.15.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 60-69, Mortalität;3.7%;1.0%;3.6;54;4.3%;1.4%;3.1;23;
Luzerner Kantonsspital;A.7.16.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 70-79, Mortalität;15.2%;2.2%;7.0;33;10.0%;2.6%;3.9;30;
Luzerner Kantonsspital;A.7.17.M OP nur an Koronargefässen ohne Herzinfarkt, Alter >79, Mortalität;*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;A.7.18.P Anteil Beatmungsfälle >95 h bei OP nur an Koronargefässen ohne Herzinfarkt (Alter >19);*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;B.1 Schlaganfall; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalität;13.6%;12.6%;1.1;383;10.1%;11.5%;0.9;465;
Luzerner Kantonsspital;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalität;0.0%;4.4%;0.0;14;5.3%;3.8%;1.4;19;
Luzerner Kantonsspital;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalität;4.3%;6.5%;0.7;92;3.4%;6.5%;0.5;117;
Luzerner Kantonsspital;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalität;17.2%;12.5%;1.4;215;11.0%;11.4%;1.0;263;
Luzerner Kantonsspital;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalität;17.7%;23.7%;0.7;62;19.7%;23.3%;0.8;66;
Luzerner Kantonsspital;B.1.6.P Anteil Schlaganfälle mit Stroke Unit Behandlung (Alter >19);...;...;*;...;*;*;*;<10;
Luzerner Kantonsspital;B.1.7.M Hirninfarkt (ICD­10 I63, Alter >19), Mortalität;8.2%;7.2%;1.1;184;6.1%;7.3%;0.8;264;
Luzerner Kantonsspital;B.1.8.M Hirninfarkt (ICD­10 I63, Alter >19), Direktaufnahmen, Mortalität;8.2%;7.4%;1.1;170;5.9%;6.9%;0.9;238;
Luzerner Kantonsspital;B.1.9.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse;*;*;*;<10;8.0%;7.6%;*;21;
Luzerner Kantonsspital;B.1.9.M Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse, Mortalität;*;*;*;<10;4.8%;9.6%;0.5;21;
Luzerner Kantonsspital;B.1.10.M Intrazerebrale Blutung (ICD­10 I61, Alter >19), Mortalität;37.0%;31.1%;1.2;81;20.3%;26.9%;0.8;79;
Luzerner Kantonsspital;B.1.11.M Subarachnoidalblutung (ICD­10 I60, Alter >19), Mortalität;9.5%;17.1%;0.6;21;11.1%;15.2%;0.7;36;
Luzerner Kantonsspital;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD­10 I64, Alter >19);25.3%;15.7%;*;97;18.5%;13.8%;*;86;
Luzerner Kantonsspital;B.1.12.M Schlaganfall n.n.bez. (ICD­10 I64, Alter >19), Mortalität;5.2%;11.7%;0.4;97;12.8%;11.4%;1.1;86;
Luzerner Kantonsspital;B.2 Transitorisch ischämische Attacke (TIA); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;B.2.1.M TIA, Mortalität;0.0%;0.4%;0.0;126;0.0%;0.1%;0.0;131;
Luzerner Kantonsspital;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;...;...;*;...;0.0%;0.5%;*;0;
Luzerner Kantonsspital;C Geriatrische Frührehablitation; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;C.1 Geriatrische Frührehabilitation; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;C.1.1.F Geriatrische Frührehabilitation;*;*;*;...;*;*;*;<10;
Luzerner Kantonsspital;D Erkrankungen der Lunge; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;D.1 Lungenentzündung (Pneumonie); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;D.1.1.M HD Pneumonie, Mortalität;7.1%;5.7%;1.2;535;9.1%;5.5%;1.7;517;
Luzerner Kantonsspital;D.1.2.M HD Pneumonie, Alter <20, Mortalität;0.0%;0.2%;0.0;101;0.0%;0.3%;0.0;63;
Luzerner Kantonsspital;D.1.3.M HD Pneumonie, Alter 20-44, Mortalität;0.0%;1.1%;0.0;40;0.0%;0.7%;0.0;49;
Luzerner Kantonsspital;D.1.4.M HD Pneumonie, Alter 45-64, Mortalität;9.1%;3.5%;2.6;88;8.2%;3.2%;2.6;110;
Luzerner Kantonsspital;D.1.5.M HD Pneumonie, Alter 65-84, Mortalität;8.7%;7.4%;1.2;231;11.5%;7.1%;1.6;227;
Luzerner Kantonsspital;D.1.6.M HD Pneumonie, Alter >84, Mortalität;13.3%;13.1%;1.0;75;17.6%;12.2%;1.4;68;
Luzerner Kantonsspital;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;0.0%;0.2%;0.0;85;0.0%;0.3%;0.0;49;
Luzerner Kantonsspital;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;6.3%;5.7%;1.1;366;7.9%;5.0%;1.6;379;
Luzerner Kantonsspital;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;D.2.1.M COPD (Alter >19), Mortalität;6.2%;4.4%;1.4;176;5.3%;4.2%;1.3;188;
Luzerner Kantonsspital;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalität;...;...;...;...;5.4%;6.9%;0.8;37;
Luzerner Kantonsspital;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalität;...;...;...;...;2.8%;2.1%;1.3;36;
Luzerner Kantonsspital;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalität;...;...;...;...;0.0%;2.1%;0.0;32;
Luzerner Kantonsspital;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalität;...;...;...;...;*;*;*;<10;
Luzerner Kantonsspital;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;...;...;*;...;39.4%;33.5%;*;74;
Luzerner Kantonsspital;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalität;...;...;...;...;9.5%;5.7%;1.7;74;
Luzerner Kantonsspital;D.3 Lungenkrebs; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;D.3.1.F Stationäre Behandlungen bei Lungenkrebs;*;*;*;296;*;*;*;338;
Luzerner Kantonsspital;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;D.4.1.M Grössere Resektionen von Lunge oder Bronchien insgesamt, Mortalität;1.4%;2.4%;0.6;74;0.0%;2.2%;0.0;58;
Luzerner Kantonsspital;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;*;*;*;<10;0.0%;9.1%;*;0;
Luzerner Kantonsspital;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalität;*;*;*;<10;*;*;*;0;
Luzerner Kantonsspital;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalität;0.0%;1.7%;0.0;33;0.0%;2.5%;0.0;26;
Luzerner Kantonsspital;E Operationen an Bauchorganen und Schilddrüse (Viszeralchirurgie); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalität;0.7%;0.4%;2.1;404;0.8%;0.4%;2.3;364;
Luzerner Kantonsspital;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;90.3%;92.0%;*;365;90.9%;93.1%;*;331;
Luzerner Kantonsspital;E.2 Hernienoperationen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.2.1.M Herniotomie ohne OP am Darm, Mortalität;0.2%;0.1%;1.4;603;0.0%;0.2%;0.0;529;
Luzerner Kantonsspital;E.2.2.M Herniotomie mit OP am Darm, Mortalität;30.0%;10.0%;3.0;10;*;*;*;<10;
Luzerner Kantonsspital;E.3 Eingriffe an der Schilddrüse; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.3.1.F Resektion der Schilddrüse;*;*;*;168;*;*;*;178;
Luzerner Kantonsspital;E.3.2.P Anteil Beatmungsfälle >95 h bei Resektion der Schilddrüse;0.0%;0.2%;*;0;0.0%;0.3%;*;0;
Luzerner Kantonsspital;E.3.3.F Radiojodtherapie;*;*;*;...;*;*;*;0;
Luzerner Kantonsspital;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.4.1.M Kolorektale Resektionen insgesamt, Mortalität;4.7%;4.3%;1.1;296;7.0%;4.5%;1.6;315;
Luzerner Kantonsspital;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalität;7.8%;3.9%;2.0;51;1.6%;3.3%;0.5;61;
Luzerner Kantonsspital;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalität;*;*;*;<10;36.4%;16.0%;2.3;11;
Luzerner Kantonsspital;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalität;3.2%;3.2%;1.0;62;2.0%;2.2%;0.9;51;
Luzerner Kantonsspital;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalität;0.0%;0.0%;0.0;63;0.0%;0.9%;0.0;62;
Luzerner Kantonsspital;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalität;11.1%;6.5%;1.7;27;10.8%;6.0%;1.8;37;
Luzerner Kantonsspital;E.4.7.M Kolorektale Resektionen bei Darmischämie, Mortalität;*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;*;*;*;84;*;*;*;88;
Luzerner Kantonsspital;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;*;*;*;97;*;*;*;72;
Luzerner Kantonsspital;E.5 Operationen am Magen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.5.1.F Magenresektionen insgesamt;*;*;*;25;*;*;*;29;
Luzerner Kantonsspital;E.5.2.M Magenresektionen (ohne Ösophaguseingriff) bei Magenkarzinom, Mortalität;6.7%;7.9%;0.8;15;5.9%;3.2%;1.8;17;
Luzerner Kantonsspital;E.5.3.M Magenresektionen mit komplexem Eingriff am Ösophagus, Mortalität;*;*;*;<10;*;*;*;0;
Luzerner Kantonsspital;E.6 Operationen am Ösophagus; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.6.1.M Komplexe Eingriffe am Ösophagus, Mortalität;8.3%;3.5%;2.4;12;*;*;*;<10;
Luzerner Kantonsspital;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation, Alter >19), Mortalität;0.0%;7.2%;0.0;23;0.0%;6.0%;0.0;19;
Luzerner Kantonsspital;F Operationen an Gefässen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;F.1 Extrakranielle Gefässoperationen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;F.1.1.M Extrakranielle Gefäss­OP, Mortalität;0.0%;0.4%;0.0;51;0.0%;0.8%;0.0;42;
Luzerner Kantonsspital;F.1.2.M Perkutane Stentimplantation in extrakranielle Gefässe, Mortalität;0.0%;0.7%;0.0;30;0.0%;2.0%;0.0;26;
Luzerner Kantonsspital;F.1.3.F Weitere extrakranielle Gefäss­OP bei OP an Herz oder Aorta;*;*;*;0;*;*;*;0;
Luzerner Kantonsspital;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;F.2.1.F OP an der Aorta insgesamt;*;*;*;16;*;*;*;24;
Luzerner Kantonsspital;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;0;*;*;*;<10;
Luzerner Kantonsspital;F.2.3.M Endovaskuläre abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;0.0%;1.5%;0.0;13;*;*;*;<10;
Luzerner Kantonsspital;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);*;*;*;<10;*;*;*;<10;
Luzerner Kantonsspital;F.2.5.M Aortenaneurysma rupturiert, Mortalität;43.5%;50.4%;0.9;23;42.9%;42.5%;1.0;21;
Luzerner Kantonsspital;F.3 Operationen an Becken­/Beinarterien; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;F.3.1.F OP an Becken­/Beinarterien insgesamt;*;*;*;82;*;*;*;99;
Luzerner Kantonsspital;F.3.2.M OP an Becken­/Beinarterien bei Claudicatio, Mortalität;...;...;...;...;0.0%;1.4%;0.0;15;
Luzerner Kantonsspital;F.3.3.M OP an Becken­/Beinarterien bei Ruheschmerz, Mortalität;...;...;...;...;*;*;*;<10;
Luzerner Kantonsspital;F.3.4.M OP an Becken­/Beinarterien bei Ulzeration oder Gangrän, Mortalität;...;...;...;...;*;*;*;<10;
Luzerner Kantonsspital;F.3.5.M OP an Becken­/Beinarterien bei arterieller Embolie/Thrombose, Mortalität;4.3%;2.7%;1.6;23;0.0%;4.4%;0.0;20;
Luzerner Kantonsspital;F.3.6.M OP an Becken­/Beinarterien bei Komplikationen durch Prothesen/Implantate, Mortalität;16.7%;5.8%;2.9;12;*;*;*;<10;
Luzerner Kantonsspital;F.3.7.M OP an Becken­/Beinarterien bei Aneurysma/Dissektion, Mortalität;*;*;*;<10;0.0%;4.5%;0.0;16;
Luzerner Kantonsspital;F.3.8.F OP an Becken­/Beinarterien kombiniert mit Aorten­OP;*;*;*;0;*;*;*;<10;
Luzerner Kantonsspital;F.3.9.F OP an Becken­/Beinarterien bei anderen komplexen Diagnosen;*;*;*;41;*;*;*;23;
Luzerner Kantonsspital;F.4 Amputationen; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;F.4.1.M Amputation im Fussbereich, kein Trauma, Mortalität;4.5%;2.3%;1.9;88;5.0%;3.5%;1.4;100;
Luzerner Kantonsspital;F.4.2.M Amputation untere Extremität, kein Trauma, Mortalität;8.3%;14.1%;0.6;24;23.1%;13.4%;1.7;13;
Luzerner Kantonsspital;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;G.1 Geburten; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;G.1.1.F Stationäre Geburten;*;*;*;2'957;*;*;*;2'942;
Luzerner Kantonsspital;G.1.1.P Anteil Todesfall der Mutter bei stationären Geburten;0.0%;0.0%;*;0;0.0%;0.0%;*;0;
Luzerner Kantonsspital;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;2.8%;2.8%;*;57;3.4%;2.9%;*;66;
Luzerner Kantonsspital;G.1.3.P Anteil vaginale Geburten mit Episiotomie;31.1%;29.1%;*;634;28.3%;28.9%;*;555;
Luzerner Kantonsspital;G.1.4.P Anteil Kaiserschnitt (Sectio);31.0%;32.8%;*;918;33.4%;32.5%;*;982;
Luzerner Kantonsspital;G.2 Neugeborene; ; ; ; ; ; ; ; ;
Luzerner Kantonsspital;G.2.1.F Neugeborene <1250 g;*;*;*;...;*;*;*;50;
Luzerner Kantonsspital;G.2.2.F Neugeborene <1250 g, Zuverlegungen;*;*;*;...;*;*;*;<10;
Luzerner Kantonsspital;G.2.3.F Neugeborene <500 g;*;*;*;...;*;*;*;<10;
Luzerner Kantonsspital;G.2.4.F Neugeborene 500-749 g;*;*;*;...;*;*;*;21;
Luzerner Kantonsspital;G.2.5.F Neugeborene 750-999 g;*;*;*;...;*;*;*;<10;
Luzerner Kantonsspital;G.2.6.F Neugeborene 1000-1249 g;*;*;*;...;*;*;*;12;
Luzerner Kantonsspital;G.2.7.F Neugeborene 1250-1499 g;*;*;*;...;*;*;*;13;
Luzerner Kantonsspital;G.2.8.F Neugeborene 1500-2499 g;*;*;*;...;*;*;*;248;
Luzerner Kantonsspital;G.2.9.F Neugeborene >2499 g oder ohne Gewichtsangabe;*;*;*;...;*;*;*;2'925;
Luzerner Kantonsspital;G.3 Entfernung der Gebärmutter bei gutartigen Erkrankungen (Hysterektomie); ; ; ; ; ; ; ; ;
